"Country","City/Town","Address/Location","Latitude","Longitude","Coordinates","Location Type","ID #","Incident Reporting Date","Incident Start Date","Incident End Date","Trafficking Type","Trafficking Sub-Type","Recruitment Method","Control Method","Transportation Method","Trafficker Nationality","Trafficker Gender","Trafficker Age","Victim Nationality","Victim Gender","Victim Age","Incident Summary","URL Source Article","Info Source","BoI Name","BOI Type","BoI Location","BoI Open Hours","Data Provider","Data Source"
"Australia","","","","","-20,134","Target","600cc13a497202b43986718c","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.cobramcourier.com.au/national/2021/01/15/2620195?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","60039e1e793245300361f656","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.bedfordnow.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking/1","Internet/URL","","","","","","tah"
"Israel","","","","","31.5,34.75","Target","600cc13a497202b4398671f9","","","","Child Trafficking","Sexual Servitude","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.bioworld.com/articles/502475-wanted-a-sense-of-urgency-a-roadmap-and-a-global-health-system-to-battle-future-pandemics","Internet/URL","","","","","","tah"
"Japan","","","","","35.68536,139.75309","Unknown","600cc13a497202b4398671f9","","","","Child Trafficking","Sexual Servitude","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.bioworld.com/articles/502475-wanted-a-sense-of-urgency-a-roadmap-and-a-global-health-system-to-battle-future-pandemics","Internet/URL","","","","","","tah"
"South Korea","","","","","36.5,127.75","Target","600cc13a497202b4398671f9","","","","Child Trafficking","Sexual Servitude","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.bioworld.com/articles/502475-wanted-a-sense-of-urgency-a-roadmap-and-a-global-health-system-to-battle-future-pandemics","Internet/URL","","","","","","tah"
"United States","","","","","41.85003,-87.65005","Reference","600cc13a497202b4398671f9","","","","Child Trafficking","Sexual Servitude","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.bioworld.com/articles/502475-wanted-a-sense-of-urgency-a-roadmap-and-a-global-health-system-to-battle-future-pandemics","Internet/URL","","","","","","tah"
"Mexico","","","","","27.33032,-99.59479","Unknown","600cc13a497202b4398671f9","","","","Child Trafficking","Sexual Servitude","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.bioworld.com/articles/502475-wanted-a-sense-of-urgency-a-roadmap-and-a-global-health-system-to-battle-future-pandemics","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b4398671a4","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.sekvoice.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","28.53834,-81.37924","Arrest","600cc13a497202b43986720e","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox4news.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","25.77427,-80.19366","Unknown","600cc13a497202b43986720e","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox4news.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","600cc13a497202b43986720e","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox4news.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","29.76328,-95.36327","Unknown","600cc13a497202b43986718a","","","","Child Sexual Exploitation","","","Sexual Abuse","","","","","","","","","https://www.rocketnews.com/2021/01/houston-woman-faces-historic-indictment-over-female-genital-cutting/","Internet/URL","","","","","","tah"
"United States","","","","","40.16706,-74.49987","Reference","60039e1e793245300361f64d","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.prweb.com/releases/saving_jane_new_jersey_coalition_against_human_trafficking_and_student_global_ambassador_program_join_forces_to_end_human_trafficking/prweb17651181.htm","Internet/URL","","","","","","tah"
"Dominican Republic","","","","","19,-70.66667","Target","600cc13a497202b439867164","","","","Child Marriage","Child Marriage","","Minor","CAR","","","","","","","","https://news.trust.org/item/20210107202018-10yhj","Internet/URL","","","","","","tah"
"Zimbabwe","","","","","-19,29.75","Unknown","600cc13a497202b439867164","","","","Child Marriage","Child Marriage","","Minor","CAR","","","","","","","","https://news.trust.org/item/20210107202018-10yhj","Internet/URL","","","","","","tah"
"United States","","","","","44.00034,-72.74983","Arrest","600cc13a497202b4398671ba","","","","Sexual Exploitation","Illicit Activities","","Sexual Abuse","","","","","","","","","https://www.wcax.com/2021/01/15/vt-lawmakers-focusing-on-laying-groundwork-for-prison-reform/","Internet/URL","","","","","","tah"
"United Kingdom","","","","","54,-1.5","Unknown","600cc13a497202b4398671f3","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.examinerlive.co.uk/news/west-yorkshire-news/castleford-paedophile-caught-police-sting-19591587","Internet/URL","","","","","","tah"
"Australia","","","","","-33,146","Unknown","600cc13a497202b439867217","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.standard.net.au/story/7086801/virus-shows-schools-role-in-child-safety/","Internet/URL","","","","","","tah"
"Australia","","","","","-20,145","Unknown","600cc13a497202b439867217","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.standard.net.au/story/7086801/virus-shows-schools-role-in-child-safety/","Internet/URL","","","","","","tah"
"Australia","","","","","-20,134","Unknown","600cc13a497202b439867217","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.standard.net.au/story/7086801/virus-shows-schools-role-in-child-safety/","Internet/URL","","","","","","tah"
"India","","","","","30.91667,75.41667","Unknown","600cc13a497202b4398671fb","","","","Child Labour","Manufacturing/Factories","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.urdupoint.com/en/pakistan/prime-minister-imran-khan-terms-new-labour-in-1142479.html","Internet/URL","","","","","","tah"
"United States","","","","","28.53834,-81.37924","Arrest","600cc13a497202b439867203","","","","Child Sexual Exploitation","","","Minor","","","","","","","","","https://www.abc57.com/news/parents-arrested-after-waitress-steps-in-to-help-11-year-old","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","600cc13a497202b439867203","","","","Child Sexual Exploitation","","","Minor","","","","","","","","","https://www.abc57.com/news/parents-arrested-after-waitress-steps-in-to-help-11-year-old","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b4398671e5","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.ridgecrestca.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","28.53834,-81.37924","Arrest","600cc13a497202b439867215","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox6now.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","25.77427,-80.19366","Unknown","600cc13a497202b439867215","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox6now.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","600cc13a497202b439867215","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox6now.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b439867157","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.arkansasnews.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","60039e1e793245300361f659","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.hollandsentinel.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking/1","Internet/URL","","","","","","tah"
"Thailand","","","","","15.5,101","Arrest","600cc13a497202b43986715b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.walesonline.co.uk/news/wales-news/patrick-goldsmith-cardiff-paedophile-grooming-19632141","Internet/URL","","","","","","tah"
"United Kingdom","","","","","53.3393,-1.28522","Unknown","600cc13a497202b43986715b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.walesonline.co.uk/news/wales-news/patrick-goldsmith-cardiff-paedophile-grooming-19632141","Internet/URL","","","","","","tah"
"United Kingdom","","","","","51.5,-3.16667","Arrest","600cc13a497202b43986715b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.walesonline.co.uk/news/wales-news/patrick-goldsmith-cardiff-paedophile-grooming-19632141","Internet/URL","","","","","","tah"
"United Kingdom","","","","","51.50853,-0.12574","Trafficker_Origin_Nationality","600cc13a497202b4398671a9","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.standard.co.uk/news/crime/abraham-berger-jailed-child-sex-predator-b899939.html","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b4398671a2","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.pbcommercial.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"Australia","","","","","-33.86785,151.20732","Arrest","600cc13a497202b4398671bc","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au//topic/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Australia","","","","","-41.26999,146.05916","Unknown","600cc13a497202b4398671bc","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au//topic/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Australia","","","","","-33.82321,151.17028","Unknown","600cc13a497202b4398671bc","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au//topic/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Canada","","","","","53.99983,-125.0032","Arrest","600cc13a497202b439867183","","","","Child Sexual Exploitation","","","Minor","","","","","","","","","https://cfjctoday.com/2021/01/14/former-mountie-north-thompson-sports-coach-convicted-of-sex-abuse-granted-full-parole/","Internet/URL","","","","","","tah"
"Canada","","","","","54.0001,-106.00099","Unknown","600cc13a497202b439867183","","","","Child Sexual Exploitation","","","Minor","","","","","","","","","https://cfjctoday.com/2021/01/14/former-mountie-north-thompson-sports-coach-convicted-of-sex-abuse-granted-full-parole/","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b4398671cf","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.miamiok.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","39.25024,-111.75103","Trafficker_Origin_Nationality","600cc13a497202b43986716c","","","","Child Sexual Exploitation","Child Marriage","","Minor","","","","","","","","","https://www.wnd.com/2021/01/mother-let-toddler-decide-gender-says-accused-chid-abuse/","Internet/URL","","","","","","tah"
"Australia","","","","","-25,135","Target","600cc13a497202b43986716c","","","","Child Sexual Exploitation","Child Marriage","","Minor","","","","","","","","","https://www.wnd.com/2021/01/mother-let-toddler-decide-gender-says-accused-chid-abuse/","Internet/URL","","","","","","tah"
